source,target,weight,relationship
Trump,the Paris Climate Agreement,1,CO_OCCURS_WITH
U.S.,the Paris Climate Agreement,1,CO_OCCURS_WITH
EPA,Scott Pruitt,1,CO_OCCURS_WITH
Scott Pruitt,Trump,1,CO_OCCURS_WITH
EPA,Oklahoma,1,CO_OCCURS_WITH
EPA,Pruitt,1,CO_OCCURS_WITH
Oklahoma,Pruitt,1,CO_OCCURS_WITH
Exxon Mobil,Rex W. Tillerson,1,CO_OCCURS_WITH
EPA,NHTSA,1,CO_OCCURS_WITH
the Maritime Administration,the Next Generation Air Transportation System,1,CO_OCCURS_WITH
the Federal Aviation Administration,the Next Generation Air Transportation System,1,CO_OCCURS_WITH
Affordable Clean Energy,Trump,1,CO_OCCURS_WITH
Chinese Communist Party,Obama,1,CO_OCCURS_WITH
Chinese Communist Party,Xi Jinping,1,CO_OCCURS_WITH
Obama,Xi Jinping,1,CO_OCCURS_WITH
Obama,UNFCCC,1,CO_OCCURS_WITH
Obama,the United Nations Framework Convention on Climate Change,1,CO_OCCURS_WITH
Obama,The United States,1,CO_OCCURS_WITH
Obama,U.S.,1,CO_OCCURS_WITH
The United States,U.S.,1,CO_OCCURS_WITH
Affordable Clean Energy,the DC Circuit Court of Appeals,1,CO_OCCURS_WITH
the Federal Aviation Administration,the Maritime Administration,1,CO_OCCURS_WITH
Trump,the DC Circuit Court of Appeals,1,CO_OCCURS_WITH
Canada,Justin Trudeau,1,CO_OCCURS_WITH
EPA,ICR,1,CO_OCCURS_WITH
Lawrence Berkeley National Laboratory,Paris Agreement,1,CO_OCCURS_WITH
Lawrence Berkeley National Laboratory,the United States,1,CO_OCCURS_WITH
Paris Agreement,the United States,1,CO_OCCURS_WITH
21st Century Clean Transportation Plan,Obama,1,CO_OCCURS_WITH
Obama,the Fixing America's,1,CO_OCCURS_WITH
White House,the U.S. House of Representatives,1,CO_OCCURS_WITH
Bush,White House,1,CO_OCCURS_WITH
Manitoba,Utah,1,CO_OCCURS_WITH
the US Senate,the United States,1,CO_OCCURS_WITH
Administration,Congress,1,CO_OCCURS_WITH
Administration,National Security,1,CO_OCCURS_WITH
Condoleezza Rice,Congress,1,CO_OCCURS_WITH
Condoleezza Rice,National Security,1,CO_OCCURS_WITH
Congress,National Security,1,CO_OCCURS_WITH
An Abrupt Climate Change Scenario,Doug Randall,1,CO_OCCURS_WITH
An Abrupt Climate Change Scenario,Pentagon,1,CO_OCCURS_WITH
An Abrupt Climate Change Scenario,Peter Schwartz,1,CO_OCCURS_WITH
Doug Randall,Pentagon,1,CO_OCCURS_WITH
Doug Randall,Peter Schwartz,1,CO_OCCURS_WITH
Pentagon,Peter Schwartz,1,CO_OCCURS_WITH
McCain,the US Senate,1,CO_OCCURS_WITH
Democrats,Republicans,1,CO_OCCURS_WITH
Congress,Democratic,1,CO_OCCURS_WITH
Congress,House,1,CO_OCCURS_WITH
Congress,Nancy Pelosi,1,CO_OCCURS_WITH
Congress,United States,1,CO_OCCURS_WITH
Democratic,House,1,CO_OCCURS_WITH
Democratic,Nancy Pelosi,1,CO_OCCURS_WITH
Administration,Condoleezza Rice,1,CO_OCCURS_WITH
Senate,the US Senate,1,CO_OCCURS_WITH
American,the U.S. House of Representatives,1,CO_OCCURS_WITH
The Democratic Party,the Republican Party,1,CO_OCCURS_WITH
GHG,The Paris Agreement,1,CO_OCCURS_WITH
Eurostat,UN Comtrade,1,CO_OCCURS_WITH
ISO,LCA,1,CO_OCCURS_WITH
Geoffrey Supran,Harvard University,1,CO_OCCURS_WITH
Geoffrey Supran,Naomi Oreskes,1,CO_OCCURS_WITH
Harvard University,Naomi Oreskes,1,CO_OCCURS_WITH
GHG,Sixth Assessment Report,1,CO_OCCURS_WITH
IPCC,Sixth Assessment Report,1,CO_OCCURS_WITH
Australia,Luxembourg,1,CO_OCCURS_WITH
Australia,USA,1,CO_OCCURS_WITH
Luxembourg,USA,1,CO_OCCURS_WITH
BBC,William Safire,1,CO_OCCURS_WITH
BBC,the New York Times,1,CO_OCCURS_WITH
William Safire,the New York Times,1,CO_OCCURS_WITH
the Carbon Disclosure Standards Board,the Sustainability Accounting Standards Board,1,CO_OCCURS_WITH
the Carbon Disclosure Standards Board,the Value Reporting Foundation,1,CO_OCCURS_WITH
the Sustainability Accounting Standards Board,the Value Reporting Foundation,1,CO_OCCURS_WITH
Great Britain,Nigeria,1,CO_OCCURS_WITH
EPA,The Environmental Protection Agency,1,CO_OCCURS_WITH
Democratic,United States,1,CO_OCCURS_WITH
House,Nancy Pelosi,1,CO_OCCURS_WITH
House,United States,1,CO_OCCURS_WITH
Nancy Pelosi,United States,1,CO_OCCURS_WITH
EPA,The Clean Air Partnership Fund,1,CO_OCCURS_WITH
Japan,U.S.,1,CO_OCCURS_WITH
Japan,the George W. Bush Administration,1,CO_OCCURS_WITH
Kyoto,U.S.,1,CO_OCCURS_WITH
Kyoto,the George W. Bush Administration,1,CO_OCCURS_WITH
U.S.,the George W. Bush Administration,1,CO_OCCURS_WITH
American,Rolling Stone,1,CO_OCCURS_WITH
Bush,Rolling Stone,1,CO_OCCURS_WITH
IARU,USA,1,CO_OCCURS_WITH
IARU,an International Scientific Congress on Climate Change,1,CO_OCCURS_WITH
IARU,the International Alliance of Research Universities,1,CO_OCCURS_WITH
IARU,the University of Copenhagen,1,CO_OCCURS_WITH
USA,an International Scientific Congress on Climate Change,1,CO_OCCURS_WITH
USA,the International Alliance of Research Universities,1,CO_OCCURS_WITH
USA,the University of Copenhagen,1,CO_OCCURS_WITH
an International Scientific Congress on Climate Change,the International Alliance of Research Universities,1,CO_OCCURS_WITH
an International Scientific Congress on Climate Change,the University of Copenhagen,1,CO_OCCURS_WITH
the International Alliance of Research Universities,the University of Copenhagen,1,CO_OCCURS_WITH
American,White House,1,CO_OCCURS_WITH
Clinton,U.S.,1,CO_OCCURS_WITH
U.S.,the Climate Action Network,1,CO_OCCURS_WITH
Fahrenheit,The British Thermal Unit,1,CO_OCCURS_WITH
Republicans,the Environmental Protection Agency,1,CO_OCCURS_WITH
Barbara Boxer,Bernie Sanders,1,CO_OCCURS_WITH
Barbara Boxer,the Global Warming Pollution Reduction Act,1,CO_OCCURS_WITH
Bernie Sanders,the Global Warming Pollution Reduction Act,1,CO_OCCURS_WITH
Senate,The House of Representatives,1,CO_OCCURS_WITH
Senate,the American Clean Energy and Security Act,1,CO_OCCURS_WITH
The House of Representatives,the American Clean Energy and Security Act,1,CO_OCCURS_WITH
EPA,Republicans,1,CO_OCCURS_WITH
EPA,the U.S. Congress,1,CO_OCCURS_WITH
Republicans,the U.S. Congress,1,CO_OCCURS_WITH
The British Thermal Tax,the British Thermal Unit,1,CO_OCCURS_WITH
the Environmental Protection Agency,the U.S. Congress,1,CO_OCCURS_WITH
Bill Clinton,the United States,1,CO_OCCURS_WITH
BTU,British Thermal Unit,1,CO_OCCURS_WITH
British Thermal Unit,Clinton,1,CO_OCCURS_WITH
BTU,The British Thermal Tax,1,CO_OCCURS_WITH
BTU,the British Thermal Unit,1,CO_OCCURS_WITH
Clinton,The British Thermal Tax,1,CO_OCCURS_WITH
Clinton,the British Thermal Unit,1,CO_OCCURS_WITH
Exxon Mobil,State,1,CO_OCCURS_WITH
Exxon Mobil,Trump,1,CO_OCCURS_WITH
Rex W. Tillerson,State,1,CO_OCCURS_WITH
Maryland,the Center for Climate and Energy Solutions,1,CO_OCCURS_WITH
the Center for Climate and Energy Solutions,the Maryland Climate Change Commission,1,CO_OCCURS_WITH
Democratic,Tim Walz,1,CO_OCCURS_WITH
David Paterson,NYSCAC,1,CO_OCCURS_WITH
David Paterson,the New York State Climate Action Council,1,CO_OCCURS_WITH
NYSCAC,the New York State Climate Action Council,1,CO_OCCURS_WITH
Hurricanes Sandy,Irene,1,CO_OCCURS_WITH
Hurricanes Sandy,Storm Lee,1,CO_OCCURS_WITH
Irene,Storm Lee,1,CO_OCCURS_WITH
EQR,Environmental Quality Review,1,CO_OCCURS_WITH
Andrew Cuomo,the Energy Vision,1,CO_OCCURS_WITH
CES,Clean Energy Standard,1,CO_OCCURS_WITH
CES,Jay Inslee,1,CO_OCCURS_WITH
CES,Washington,1,CO_OCCURS_WITH
Clean Energy Standard,Jay Inslee,1,CO_OCCURS_WITH
Clean Energy Standard,Washington,1,CO_OCCURS_WITH
Jay Inslee,Washington,1,CO_OCCURS_WITH
Portfolio Standards,RPS,1,CO_OCCURS_WITH
CES,RPS,1,CO_OCCURS_WITH
CES,the United States,1,CO_OCCURS_WITH
Maryland,the Maryland Climate Change Commission,1,CO_OCCURS_WITH
C2ES,the Maryland Climate Change Commission,1,CO_OCCURS_WITH
Rex W. Tillerson,Trump,1,CO_OCCURS_WITH
C2ES,the Center for Climate and Energy Solutions,1,CO_OCCURS_WITH
California,Pacific Gas & Electric,1,CO_OCCURS_WITH
California,San Diego Gas & Electric,1,CO_OCCURS_WITH
California,Schwarzenegger,1,CO_OCCURS_WITH
California,Southern California Edison,1,CO_OCCURS_WITH
Pacific Gas & Electric,San Diego Gas & Electric,1,CO_OCCURS_WITH
Pacific Gas & Electric,Schwarzenegger,1,CO_OCCURS_WITH
Pacific Gas & Electric,Southern California Edison,1,CO_OCCURS_WITH
San Diego Gas & Electric,Schwarzenegger,1,CO_OCCURS_WITH
San Diego Gas & Electric,Southern California Edison,1,CO_OCCURS_WITH
Schwarzenegger,Southern California Edison,1,CO_OCCURS_WITH
Great Britain,Schwarzenegger,1,CO_OCCURS_WITH
Great Britain,Tony Blair,1,CO_OCCURS_WITH
Schwarzenegger,Tony Blair,1,CO_OCCURS_WITH
Connecticut,Eastern Canadian,1,CO_OCCURS_WITH
Connecticut,NEG/ECP,1,CO_OCCURS_WITH
Connecticut,the New England Governors,1,CO_OCCURS_WITH
Eastern Canadian,NEG/ECP,1,CO_OCCURS_WITH
NEG/ECP,the New England Governors,1,CO_OCCURS_WITH
C2ES,Maryland,1,CO_OCCURS_WITH
RPS,the United States,1,CO_OCCURS_WITH
New York State,the Regional Greenhouse Gas Initiative,1,CO_OCCURS_WITH
Kyoto Protocol,the Regional Greenhouse Gas Initiative,1,CO_OCCURS_WITH
Canadian,U.S.,1,CO_OCCURS_WITH
California,Montana,1,CO_OCCURS_WITH
California,Ontario,1,CO_OCCURS_WITH
California,Quebec,1,CO_OCCURS_WITH
California,Utah,1,CO_OCCURS_WITH
California,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Initiative,Manitoba,1,CO_OCCURS_WITH
Initiative,Montana,1,CO_OCCURS_WITH
Initiative,New Mexico,1,CO_OCCURS_WITH
Initiative,Ontario,1,CO_OCCURS_WITH
Initiative,Oregon,1,CO_OCCURS_WITH
Initiative,Quebec,1,CO_OCCURS_WITH
Initiative,Utah,1,CO_OCCURS_WITH
Initiative,Washington,1,CO_OCCURS_WITH
Initiative,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Manitoba,Montana,1,CO_OCCURS_WITH
Manitoba,New Mexico,1,CO_OCCURS_WITH
Manitoba,Ontario,1,CO_OCCURS_WITH
Manitoba,Oregon,1,CO_OCCURS_WITH
Manitoba,Quebec,1,CO_OCCURS_WITH
California,Manitoba,1,CO_OCCURS_WITH
California,Initiative,1,CO_OCCURS_WITH
British Columbia,the Southwest Climate Change Initiative,1,CO_OCCURS_WITH
Arizona,Utah,1,CO_OCCURS_WITH
Canadian,Western Climate Initiative,1,CO_OCCURS_WITH
U.S.,Western Climate Initiative,1,CO_OCCURS_WITH
Arizona,British Columbia,1,CO_OCCURS_WITH
Arizona,Initiative,1,CO_OCCURS_WITH
Arizona,Manitoba,1,CO_OCCURS_WITH
Arizona,Montana,1,CO_OCCURS_WITH
Arizona,Ontario,1,CO_OCCURS_WITH
Arizona,Quebec,1,CO_OCCURS_WITH
British Columbia,California,1,CO_OCCURS_WITH
British Columbia,Washington,1,CO_OCCURS_WITH
British Columbia,Initiative,1,CO_OCCURS_WITH
British Columbia,Manitoba,1,CO_OCCURS_WITH
British Columbia,Montana,1,CO_OCCURS_WITH
British Columbia,New Mexico,1,CO_OCCURS_WITH
British Columbia,Ontario,1,CO_OCCURS_WITH
British Columbia,Oregon,1,CO_OCCURS_WITH
British Columbia,Quebec,1,CO_OCCURS_WITH
British Columbia,Utah,1,CO_OCCURS_WITH
GHG,U.S.,1,CO_OCCURS_WITH
California,U.S.,1,CO_OCCURS_WITH
the California Legislature,the Global Warming Solutions Act,1,CO_OCCURS_WITH
Republicans,Senate,1,CO_OCCURS_WITH
the Keystone XL Pipeline,the Paris Agreement,1,CO_OCCURS_WITH
Joe Biden,Keystone XL,1,CO_OCCURS_WITH
Joe Biden,the Democratic Party,1,CO_OCCURS_WITH
Keystone XL,the Democratic Party,1,CO_OCCURS_WITH
Alaska,Biden,1,CO_OCCURS_WITH
Alaska,Willow,1,CO_OCCURS_WITH
Biden,James D. Cain Jr.,1,CO_OCCURS_WITH
Biden,Louisiana,1,CO_OCCURS_WITH
James D. Cain Jr.,Louisiana,1,CO_OCCURS_WITH
James D. Cain Jr.,Willow,1,CO_OCCURS_WITH
Louisiana,Willow,1,CO_OCCURS_WITH
Biden,EPA,1,CO_OCCURS_WITH
Biden,West Virginia,1,CO_OCCURS_WITH
Biden,the Supreme Court,1,CO_OCCURS_WITH
EPA,West Virginia,1,CO_OCCURS_WITH
West Virginia,the Supreme Court,1,CO_OCCURS_WITH
Biden,China,1,CO_OCCURS_WITH
Biden,Republicans,1,CO_OCCURS_WITH
Biden,Senate,1,CO_OCCURS_WITH
National Climate Task Force,the Paris Agreement,1,CO_OCCURS_WITH
National Climate Task Force,the Keystone XL Pipeline,1,CO_OCCURS_WITH
Biden,the Paris Agreement,1,CO_OCCURS_WITH
EIP,the National Highway Traffic Safety Administration,1,CO_OCCURS_WITH
State,Trump,1,CO_OCCURS_WITH
Dakota Access Pipelines,Trump,1,CO_OCCURS_WITH
American,Obama,1,CO_OCCURS_WITH
American,The White House,1,CO_OCCURS_WITH
Trump,the Environmental Protection Agency,1,CO_OCCURS_WITH
Congress,the Trump Administration,1,CO_OCCURS_WITH
EIP,Environmental Impact Statement (,1,CO_OCCURS_WITH
EIP,Trump,1,CO_OCCURS_WITH
Environmental Impact Statement (,Trump,1,CO_OCCURS_WITH
Biden,the Keystone XL Pipeline,1,CO_OCCURS_WITH
Environmental Impact Statement (,the National Highway Traffic Safety Administration,1,CO_OCCURS_WITH
Trump,the National Highway Traffic Safety Administration,1,CO_OCCURS_WITH
EIP,U.S.,1,CO_OCCURS_WITH
Congress,EPA,1,CO_OCCURS_WITH
EPA,Joel Scheraga,1,CO_OCCURS_WITH
Scheraga,Trump,1,CO_OCCURS_WITH
EPA,Mustafa Ali,1,CO_OCCURS_WITH
Biden,National Climate Task Force,1,CO_OCCURS_WITH
Biden,the Infrastructure Investment and Jobs Act,1,CO_OCCURS_WITH
Republicans,the Infrastructure Investment and Jobs Act,1,CO_OCCURS_WITH
Schwarzenegger,the Global Warming Solutions Act,1,CO_OCCURS_WITH
Senate,the Infrastructure Investment and Jobs Act,1,CO_OCCURS_WITH
The U.S. Climate Change Science Program,U.S.,1,CO_OCCURS_WITH
Brazil,California,1,CO_OCCURS_WITH
Brazil,Texas,1,CO_OCCURS_WITH
California,France,1,CO_OCCURS_WITH
California,Texas,1,CO_OCCURS_WITH
France,Texas,1,CO_OCCURS_WITH
California,the United States,1,CO_OCCURS_WITH
Assembly,California,1,CO_OCCURS_WITH
Assembly,the Global Warming Solutions Act,1,CO_OCCURS_WITH
California,the Global Warming Solutions Act,1,CO_OCCURS_WITH
Gray Davis,the California Air Resources Board,1,CO_OCCURS_WITH
Davis,the California Climate Action Registry,1,CO_OCCURS_WITH
California,the California Energy Commission,1,CO_OCCURS_WITH
Arnold Schwarzenegger,GHG,1,CO_OCCURS_WITH
California,The Union of Concerned Scientists,1,CO_OCCURS_WITH
AB32,Schwarzenegger,1,CO_OCCURS_WITH
AB32,the California Legislature,1,CO_OCCURS_WITH
AB32,the Global Warming Solutions Act,1,CO_OCCURS_WITH
Schwarzenegger,the California Legislature,1,CO_OCCURS_WITH
Strengthening United States National Defense with America's,Trump,1,CO_OCCURS_WITH
Power Purchase Agreements for,Trump,1,CO_OCCURS_WITH
Power Purchase Agreements for,Strengthening United States National Defense with America's,1,CO_OCCURS_WITH
Beautiful Clean Coal Power Generation Fleet,Energy,1,CO_OCCURS_WITH
American,Western,1,CO_OCCURS_WITH
Biden,IIJA,1,CO_OCCURS_WITH
Act,EPA,1,CO_OCCURS_WITH
GHG,Rhodium Group,1,CO_OCCURS_WITH
GHG,the World Economic Forum,1,CO_OCCURS_WITH
Rhodium Group,the World Economic Forum,1,CO_OCCURS_WITH
EPA,NOAA,1,CO_OCCURS_WITH
Beautiful Clean Coal Power Generation Fleet,Department of War,1,CO_OCCURS_WITH
Beautiful Clean Coal Power Generation Fleet,Power Purchase Agreements for,1,CO_OCCURS_WITH
Energy,Trump,1,CO_OCCURS_WITH
Beautiful Clean Coal Power Generation Fleet,Strengthening United States National Defense with America's,1,CO_OCCURS_WITH
Beautiful Clean Coal Power Generation Fleet,Trump,1,CO_OCCURS_WITH
Department of War,Energy,1,CO_OCCURS_WITH
Department of War,Power Purchase Agreements for,1,CO_OCCURS_WITH
Department of War,Strengthening United States National Defense with America's,1,CO_OCCURS_WITH
Department of War,Trump,1,CO_OCCURS_WITH
Energy,Power Purchase Agreements for,1,CO_OCCURS_WITH
Energy,Strengthening United States National Defense with America's,1,CO_OCCURS_WITH
Czech Republic,Slovenia,1,CO_OCCURS_WITH
EIT,Estonia,1,CO_OCCURS_WITH
Honduras Hungary,Kuwait,1,CO_OCCURS_WITH
Bulgaria,Cambodia,1,CO_OCCURS_WITH
Bulgaria,Herzegovina,1,CO_OCCURS_WITH
Bulgaria,Myanmar,1,CO_OCCURS_WITH
Bulgaria,the Congo Republic,1,CO_OCCURS_WITH
Burkina,Cambodia,1,CO_OCCURS_WITH
Burkina,Canada,1,CO_OCCURS_WITH
Burkina,Central African,1,CO_OCCURS_WITH
Burkina,Herzegovina,1,CO_OCCURS_WITH
Burkina,Myanmar,1,CO_OCCURS_WITH
Burkina,the Congo Republic,1,CO_OCCURS_WITH
Cambodia,Canada,1,CO_OCCURS_WITH
Cambodia,Central African,1,CO_OCCURS_WITH
Cambodia,Herzegovina,1,CO_OCCURS_WITH
Cambodia,Myanmar,1,CO_OCCURS_WITH
Cambodia,the Congo Republic,1,CO_OCCURS_WITH
Canada,Central African,1,CO_OCCURS_WITH
Canada,Herzegovina,1,CO_OCCURS_WITH
Canada,Myanmar,1,CO_OCCURS_WITH
Canada,the Congo Republic,1,CO_OCCURS_WITH
Central African,Herzegovina,1,CO_OCCURS_WITH
Bulgaria,Central African,1,CO_OCCURS_WITH
Bulgaria,Burkina,1,CO_OCCURS_WITH
Botswana,Cambodia,1,CO_OCCURS_WITH
Brunei,the Congo Republic,1,CO_OCCURS_WITH
Botswana,Central African,1,CO_OCCURS_WITH
Botswana,Herzegovina,1,CO_OCCURS_WITH
Botswana,Myanmar,1,CO_OCCURS_WITH
Botswana,the Congo Republic,1,CO_OCCURS_WITH
Brazil,Brunei,1,CO_OCCURS_WITH
Brazil,Bulgaria,1,CO_OCCURS_WITH
Brazil,Burkina,1,CO_OCCURS_WITH
Brazil,Cambodia,1,CO_OCCURS_WITH
Brazil,Central African,1,CO_OCCURS_WITH
Brazil,Herzegovina,1,CO_OCCURS_WITH
Brazil,Myanmar,1,CO_OCCURS_WITH
Brazil,the Congo Republic,1,CO_OCCURS_WITH
Brunei,Bulgaria,1,CO_OCCURS_WITH
Brunei,Burkina,1,CO_OCCURS_WITH
Brunei,Cambodia,1,CO_OCCURS_WITH
Brunei,Canada,1,CO_OCCURS_WITH
Brunei,Central African,1,CO_OCCURS_WITH
Brunei,Herzegovina,1,CO_OCCURS_WITH
Brunei,Myanmar,1,CO_OCCURS_WITH
Central African,Myanmar,1,CO_OCCURS_WITH
Central African,the Congo Republic,1,CO_OCCURS_WITH
Herzegovina,Myanmar,1,CO_OCCURS_WITH
Herzegovina,the Congo Republic,1,CO_OCCURS_WITH
Dominican,Egypt,1,CO_OCCURS_WITH
Dominican,El Salvador Equatorial,1,CO_OCCURS_WITH
Dominican,Ethiopia European Union,1,CO_OCCURS_WITH
Dominican,Fiji,1,CO_OCCURS_WITH
Dominican,Finland,1,CO_OCCURS_WITH
Dominican,France,1,CO_OCCURS_WITH
Dominican,Gambia,1,CO_OCCURS_WITH
Dominican,Georgia Germany,1,CO_OCCURS_WITH
Dominican,Ghana Greece,1,CO_OCCURS_WITH
Dominican,Grenada,1,CO_OCCURS_WITH
East Timor,Ecuador,1,CO_OCCURS_WITH
East Timor,Egypt,1,CO_OCCURS_WITH
East Timor,El Salvador Equatorial,1,CO_OCCURS_WITH
East Timor,Ethiopia European Union,1,CO_OCCURS_WITH
East Timor,Fiji,1,CO_OCCURS_WITH
East Timor,Finland,1,CO_OCCURS_WITH
East Timor,France,1,CO_OCCURS_WITH
East Timor,Gambia,1,CO_OCCURS_WITH
East Timor,Georgia Germany,1,CO_OCCURS_WITH
Dominican,Ecuador,1,CO_OCCURS_WITH
Dominican,East Timor,1,CO_OCCURS_WITH
Dominica,Grenada,1,CO_OCCURS_WITH
Dominica,East Timor,1,CO_OCCURS_WITH
Myanmar,the Congo Republic,1,CO_OCCURS_WITH
Costa Rica,Cuba,1,CO_OCCURS_WITH
Costa Rica,Denmark,1,CO_OCCURS_WITH
Costa Rica,Djibouti,1,CO_OCCURS_WITH
Cuba,Denmark,1,CO_OCCURS_WITH
Cuba,Djibouti,1,CO_OCCURS_WITH
Denmark,Djibouti,1,CO_OCCURS_WITH
Dominica,Dominican,1,CO_OCCURS_WITH
Dominica,Ecuador,1,CO_OCCURS_WITH
Dominica,Ghana Greece,1,CO_OCCURS_WITH
Dominica,Egypt,1,CO_OCCURS_WITH
Dominica,El Salvador Equatorial,1,CO_OCCURS_WITH
Dominica,Ethiopia European Union,1,CO_OCCURS_WITH
Dominica,Fiji,1,CO_OCCURS_WITH
Dominica,Finland,1,CO_OCCURS_WITH
Dominica,France,1,CO_OCCURS_WITH
Dominica,Gambia,1,CO_OCCURS_WITH
Dominica,Georgia Germany,1,CO_OCCURS_WITH
Botswana,Canada,1,CO_OCCURS_WITH
Botswana,Burkina,1,CO_OCCURS_WITH
Australia,Burkina,1,CO_OCCURS_WITH
Bahamas,Benin,1,CO_OCCURS_WITH
Bahamas,Bosnia,1,CO_OCCURS_WITH
Bahamas,Botswana,1,CO_OCCURS_WITH
Bahamas,Brazil,1,CO_OCCURS_WITH
Bahamas,Brunei,1,CO_OCCURS_WITH
Bahamas,Bulgaria,1,CO_OCCURS_WITH
Bahamas,Burkina,1,CO_OCCURS_WITH
Bahamas,Cambodia,1,CO_OCCURS_WITH
Bahamas,Canada,1,CO_OCCURS_WITH
Bahamas,Central African,1,CO_OCCURS_WITH
Bahamas,Herzegovina,1,CO_OCCURS_WITH
Bahamas,Myanmar,1,CO_OCCURS_WITH
Bahamas,the Congo Republic,1,CO_OCCURS_WITH
Barbuda,Benin,1,CO_OCCURS_WITH
Barbuda,Bhutan,1,CO_OCCURS_WITH
Barbuda,Bosnia,1,CO_OCCURS_WITH
Barbuda,Botswana,1,CO_OCCURS_WITH
Barbuda,Brazil,1,CO_OCCURS_WITH
Barbuda,Brunei,1,CO_OCCURS_WITH
Barbuda,Bulgaria,1,CO_OCCURS_WITH
Bahamas,Bhutan,1,CO_OCCURS_WITH
Bahamas,Barbuda,1,CO_OCCURS_WITH
Botswana,Bulgaria,1,CO_OCCURS_WITH
Austria Azerbaijan,the Congo Republic,1,CO_OCCURS_WITH
Australia,Central African,1,CO_OCCURS_WITH
Australia,Herzegovina,1,CO_OCCURS_WITH
Australia,Myanmar,1,CO_OCCURS_WITH
Australia,the Congo Republic,1,CO_OCCURS_WITH
Austria Azerbaijan,Bahamas,1,CO_OCCURS_WITH
Austria Azerbaijan,Barbuda,1,CO_OCCURS_WITH
Austria Azerbaijan,Benin,1,CO_OCCURS_WITH
Austria Azerbaijan,Bhutan,1,CO_OCCURS_WITH
Austria Azerbaijan,Bosnia,1,CO_OCCURS_WITH
Austria Azerbaijan,Botswana,1,CO_OCCURS_WITH
Austria Azerbaijan,Brazil,1,CO_OCCURS_WITH
Austria Azerbaijan,Brunei,1,CO_OCCURS_WITH
Austria Azerbaijan,Bulgaria,1,CO_OCCURS_WITH
Austria Azerbaijan,Burkina,1,CO_OCCURS_WITH
Austria Azerbaijan,Cambodia,1,CO_OCCURS_WITH
Austria Azerbaijan,Canada,1,CO_OCCURS_WITH
Austria Azerbaijan,Central African,1,CO_OCCURS_WITH
Austria Azerbaijan,Herzegovina,1,CO_OCCURS_WITH
Austria Azerbaijan,Myanmar,1,CO_OCCURS_WITH
Barbuda,Burkina,1,CO_OCCURS_WITH
Barbuda,Cambodia,1,CO_OCCURS_WITH
Barbuda,Canada,1,CO_OCCURS_WITH
Barbuda,Central African,1,CO_OCCURS_WITH
Bhutan,Cambodia,1,CO_OCCURS_WITH
Bhutan,Canada,1,CO_OCCURS_WITH
Bhutan,Central African,1,CO_OCCURS_WITH
Bhutan,Herzegovina,1,CO_OCCURS_WITH
Bhutan,Myanmar,1,CO_OCCURS_WITH
Bhutan,the Congo Republic,1,CO_OCCURS_WITH
Bosnia,Botswana,1,CO_OCCURS_WITH
Bosnia,Brazil,1,CO_OCCURS_WITH
Bosnia,Brunei,1,CO_OCCURS_WITH
Bosnia,Bulgaria,1,CO_OCCURS_WITH
Bosnia,Burkina,1,CO_OCCURS_WITH
Bosnia,Cambodia,1,CO_OCCURS_WITH
Bosnia,Canada,1,CO_OCCURS_WITH
Bosnia,Central African,1,CO_OCCURS_WITH
Bosnia,Herzegovina,1,CO_OCCURS_WITH
Bosnia,Myanmar,1,CO_OCCURS_WITH
Bosnia,the Congo Republic,1,CO_OCCURS_WITH
Botswana,Brazil,1,CO_OCCURS_WITH
Botswana,Brunei,1,CO_OCCURS_WITH
Bhutan,Burkina,1,CO_OCCURS_WITH
Bhutan,Bulgaria,1,CO_OCCURS_WITH
Bhutan,Brunei,1,CO_OCCURS_WITH
Benin,Bulgaria,1,CO_OCCURS_WITH
Barbuda,Herzegovina,1,CO_OCCURS_WITH
Barbuda,Myanmar,1,CO_OCCURS_WITH
Barbuda,the Congo Republic,1,CO_OCCURS_WITH
Benin,Bhutan,1,CO_OCCURS_WITH
Benin,Bosnia,1,CO_OCCURS_WITH
Benin,Botswana,1,CO_OCCURS_WITH
Benin,Brazil,1,CO_OCCURS_WITH
Benin,Brunei,1,CO_OCCURS_WITH
Benin,Burkina,1,CO_OCCURS_WITH
Bhutan,Brazil,1,CO_OCCURS_WITH
Benin,Cambodia,1,CO_OCCURS_WITH
Benin,Canada,1,CO_OCCURS_WITH
Benin,Central African,1,CO_OCCURS_WITH
Benin,Herzegovina,1,CO_OCCURS_WITH
Benin,Myanmar,1,CO_OCCURS_WITH
Benin,the Congo Republic,1,CO_OCCURS_WITH
Bhutan,Bosnia,1,CO_OCCURS_WITH
Bhutan,Botswana,1,CO_OCCURS_WITH
East Timor,Ghana Greece,1,CO_OCCURS_WITH
East Timor,Grenada,1,CO_OCCURS_WITH
Ecuador,Egypt,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Lesotho,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Libya,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Liechtenstein,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Lithuania,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Luxembourg,1,CO_OCCURS_WITH
Guinea Guinea-Bissau,Madagascar Malawi,1,CO_OCCURS_WITH
